time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-11-25T08:53:25.000Z,34.5218,-116.5328,3.2,2,Ml,44,43.2,0.14373045,0.16,ci,ci11394866,2013-11-25T19:55:25.904Z,"40km NE of Big Bear City, California",earthquake
2013-11-25T08:51:07.500Z,37.5098,-121.8052,7.5,1.6,Md,,79.2,0.05389892,0.04,nc,nc72109540,2013-11-26T01:49:09.472Z,"12km NE of Milpitas, California",earthquake
2013-11-25T08:37:41.540Z,-54.6619,-54.9833,10,4.6,mb,,85,3.519,1.32,us,usb000l64g,2013-11-25T16:40:14.240Z,"South Atlantic Ocean",earthquake
2013-11-25T08:02:40.000Z,62.9631,-150.3974,91.5,1.8,ml,,,,0.68,ak,ak10875721,2013-11-25T08:11:27.299Z,"72km NNW of Talkeetna, Alaska",earthquake
2013-11-25T07:56:10.370Z,-54.087,-54.7975,10,4.6,mb,,115,3.122,0.65,us,usb000l63z,2013-11-25T08:27:40.000Z,"South Atlantic Ocean",earthquake
2013-11-25T07:45:35.000Z,61.4963,-151.3246,71.1,2.1,ml,,,,0.45,ak,ak10875717,2013-11-25T07:54:33.546Z,"72km W of Big Lake, Alaska",earthquake
2013-11-25T07:43:03.500Z,32.8968,-97.6281,5,3.3,mb_lg,,43,0.914,0.93,us,usb000l63h,2013-11-26T09:45:43.348Z,"7km W of Azle, Texas",earthquake
2013-11-25T07:38:49.900Z,38.7883,-122.7397,3,1,Md,,147.6,0.02694946,0.01,nc,nc72109530,2013-11-25T23:20:50.870Z,"1km NE of The Geysers, California",earthquake
2013-11-25T07:22:05.270Z,44.5806,147.4964,104.09,4.6,mb,,135,4.074,0.72,us,usb000l62z,2013-11-25T15:24:35.139Z,"78km SSW of Kuril'sk, Russia",earthquake
2013-11-25T07:21:18.400Z,-53.8374,-53.7997,10,5.5,mb,,73,3.376,0.86,us,usb000l633,2013-11-25T20:56:20.000Z,"South Atlantic Ocean",earthquake
2013-11-25T06:59:12.500Z,38.826,-122.8042,3.4,1,Md,,50.4,0.00898315,0.02,nc,nc72109515,2013-11-25T23:20:55.241Z,"6km NW of The Geysers, California",earthquake
2013-11-25T06:59:06.500Z,37.5583,-118.8595,5.8,1.7,Md,,140.4,0.03593261,0.03,nc,nc72109510,2013-11-25T23:21:25.303Z,"14km SE of Mammoth Lakes, California",earthquake
2013-11-25T06:41:50.680Z,-54.2308,-55.1493,14.3,5.4,mb,,98,3.108,0.56,us,usb000l61c,2013-11-25T07:00:46.000Z,"Falkland Islands region",earthquake
2013-11-25T06:27:33.990Z,-53.8813,-54.8821,10,7,mww,,31,2.935,1.11,us,usb000l5zn,2013-11-25T18:56:26.000Z,"South Atlantic Ocean",earthquake
2013-11-25T06:27:15.100Z,35.5608,-118.5283,2,1.5,Ml,25,50.4,0.10779783,0.1,ci,ci11394858,2013-11-25T19:46:55.635Z,"4km SW of Bodfish, California",earthquake
2013-11-25T06:27:09.590Z,-53.9618,-54.8938,11.94,5.6,mb,,71,2.99,0.95,us,usb000l5zb,2013-11-25T12:07:15.438Z,"South Atlantic Ocean",earthquake
2013-11-25T06:16:51.000Z,61.5656,-150.3113,41.7,1.8,Ml,,,,0.42,ak,ak10875694,2013-11-25T06:24:40.006Z,"19km WNW of Big Lake, Alaska",earthquake
2013-11-25T06:11:15.000Z,62.1548,-144.9425,15.6,1.6,Ml,,,,0.55,ak,ak10875690,2013-11-25T06:24:39.995Z,"31km E of Glennallen, Alaska",earthquake
2013-11-25T05:56:49.650Z,45.5997,150.8843,31.15,5.8,mwb,,52,5.793,0.91,us,usb000l5z1,2013-11-25T18:56:24.000Z,"238km E of Kuril'sk, Russia",earthquake
2013-11-25T05:47:16.000Z,63.0235,-149.5065,86.5,1,Ml,,,,0.2,ak,ak10875883,2013-11-25T18:30:49.488Z,"49km SW of Cantwell, Alaska",earthquake
2013-11-25T05:46:16.000Z,63.5644,-150.885,11.2,1,ml,,,,0.61,ak,ak10875674,2013-11-25T05:51:46.371Z,"98km WNW of Cantwell, Alaska",earthquake
2013-11-25T05:10:09.950Z,-54.0695,-54.8261,14.9,5.1,mb,,91,3.098,0.67,us,usb000l5yn,2013-11-25T18:56:23.000Z,"South Atlantic Ocean",earthquake
2013-11-25T04:57:22.100Z,19.1868,-68.8585,182,4,Md,11,331.2,1.80202046,0.46,pr,pr13329001,2013-11-25T12:59:53.670Z,"30km NE of Miches, Dominican Republic",earthquake
2013-11-25T04:43:52.300Z,38.9338,-123.0368,3.3,1.4,Md,,133.2,0.06288207,0.04,nc,nc72109445,2013-11-25T23:21:25.306Z,"14km N of Cloverdale, California",earthquake
2013-11-25T04:34:49.200Z,38.8092,-122.796,3.1,1,Md,,97.2,0,0.02,nc,nc72109440,2013-11-25T23:21:40.340Z,"4km NW of The Geysers, California",earthquake
2013-11-25T04:26:11.900Z,44.8217,-111.0182,9.1,1.6,Ml,,115.2,0.06288207,0.13,uu,uu60046577,2013-11-25T18:12:24.535Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-25T03:56:39.000Z,61.6365,-149.4718,30.7,2,ml,,,,0.57,ak,ak10875657,2013-11-25T04:11:49.836Z,"2km WNW of Tanaina, Alaska",earthquake
2013-11-25T03:54:16.000Z,63.4931,-147.3021,14.6,1.4,ml,,,,1.54,ak,ak10875655,2013-11-25T04:11:49.093Z,"83km E of Cantwell, Alaska",earthquake
2013-11-25T03:48:37.500Z,38.0003,-118.8687,5,1.2,Md,,320.4,0.3233935,0.06,nc,nc72109425,2013-11-26T05:09:07.937Z,"40km NNE of Mammoth Lakes, California",earthquake
2013-11-25T03:41:49.000Z,36.0488,-117.4835,4.6,1.9,Ml,26,68.4,0.00898315,0.13,ci,ci11394842,2013-11-25T19:38:00.783Z,"32km NNW of Searles Valley, California",earthquake
2013-11-25T03:41:26.000Z,61.8118,-150.9976,63.7,1.7,ml,,,,0.36,ak,ak10875645,2013-11-25T03:53:29.482Z,"51km W of Willow, Alaska",earthquake
2013-11-25T03:35:13.000Z,61.4922,-151.5698,59,1.6,ml,,,,0.51,ak,ak10875641,2013-11-25T03:44:27.547Z,"86km W of Big Lake, Alaska",earthquake
2013-11-25T03:27:23.500Z,33.009,-116.3672,8.1,1.5,Ml,45,54,0.12576414,0.18,ci,ci11394826,2013-11-25T18:56:15.045Z,"23km ESE of Julian, California",earthquake
2013-11-25T03:23:56.410Z,45.9418,141.7597,30.52,5.5,mb,,60,1.23,0.88,us,usb000l5y7,2013-11-25T18:56:22.000Z,"55km S of Shebunino, Russia",earthquake
2013-11-25T03:03:47.000Z,51.4336,-178.7113,4.8,2.4,ml,,,,0.31,ak,ak10875629,2013-11-25T18:25:22.423Z,"33km NE of Amatignak Island, Alaska",earthquake
2013-11-25T03:00:30.900Z,18.2014,-68.8376,153,4.1,Md,20,316.8,0.53180265,0.31,pr,pr13329000,2013-11-25T11:03:01.580Z,"28km SSE of La Romana, Dominican Republic",earthquake
2013-11-25T02:40:36.000Z,66.1652,-149.5432,19.5,2.8,ml,,,,0.9,ak,ak10875623,2013-11-25T02:56:21.620Z,"124km SSE of Coldfoot, Alaska",earthquake
2013-11-25T02:39:42.100Z,41.009,-121.8895,5,1.8,Md,,93.6,0.24254513,0.04,nc,nc72109410,2013-11-25T23:21:35.333Z,"23km NW of Burney, California",earthquake
2013-11-25T02:15:36.000Z,63.5005,-147.5945,16,1.3,ml,,,,0.39,ak,ak10875621,2013-11-25T02:20:26.582Z,"68km E of Cantwell, Alaska",earthquake
2013-11-25T01:33:55.300Z,34.002,-118.0665,6.7,1.1,Ml,13,226.8,0.04491576,0.1,ci,ci11394794,2013-11-25T17:50:26.864Z,"2km N of West Whittier-Los Nietos, California",earthquake
2013-11-25T01:27:44.095Z,38.7297,-119.6094,8.0205,1.47,ml,17,153.43,0.164,0.1383,nn,nn00429841,2013-11-25T09:30:16.819Z,"20km SSE of Gardnerville Ranchos, Nevada",earthquake
2013-11-25T00:54:34.000Z,62.3131,-151.9007,100,1.8,ml,,,,1.61,ak,ak10875612,2013-11-25T01:12:43.170Z,"92km W of Talkeetna, Alaska",earthquake
2013-11-25T00:40:41.500Z,-7.9535,107.8814,65.37,4.8,mb,,34,0.4,0.84,us,usb000l5xg,2013-11-25T08:43:12.207Z,"26km SSW of Ciheras, Indonesia",earthquake
2013-11-25T00:25:57.130Z,-21.3805,68.6224,10,4.6,mb,,71,12.013,0.7,us,usb000l5xd,2013-11-25T08:28:25.492Z,"Mid-Indian Ridge",earthquake
2013-11-25T00:21:02.900Z,34.2127,-117.5493,10,1.3,Ml,37,43.2,0.04491576,0.11,ci,ci11394770,2013-11-25T17:25:47.080Z,"11km ENE of San Antonio Heights, California",earthquake
2013-11-25T00:20:43.000Z,61.7727,-150.9199,60,1.8,ml,,,,0.88,ak,ak10875603,2013-11-25T00:31:01.970Z,"46km W of Willow, Alaska",earthquake
2013-11-25T00:02:51.100Z,35.4768,-116.9002,3.8,1.2,Ml,14,151.2,0.18864621,0.11,ci,ci11394762,2013-11-25T16:32:29.410Z,"30km NW of Fort Irwin, California",earthquake
2013-11-24T23:53:41.600Z,47.498,-122.9762,16.1,1.8,Ml,,147.6,0.08084838,0.15,uw,uw60637406,2013-11-25T00:22:36.344Z,"12km WNW of Belfair, Washington",earthquake
2013-11-24T23:31:32.000Z,62.6732,-151.9945,121.3,1.5,ml,19,82.7999933760005,,0.45,ak,ak10876306,2013-11-25T23:45:45.968Z,"104km WNW of Talkeetna, Alaska",earthquake
2013-11-24T23:17:41.900Z,40.4742,-121.5197,4.9,1,Md,,133.2,0.00898315,0.04,nc,nc72109365,2013-11-25T18:40:07.884Z,"30km NW of Chester, California",earthquake
2013-11-24T23:15:03.400Z,36.7423,-121.3038,0,1.4,Md,,162,0.03593261,0.25,nc,nc72109360,2013-11-25T23:22:05.403Z,"9km SE of Ridgemark, California",earthquake
2013-11-24T23:14:49.500Z,41.842,-112.3277,4.7,1.2,Md,,75.6,0.08983153,0.21,uu,uu60046567,2013-11-25T18:16:34.577Z,"17km NW of Garland, Utah",earthquake
2013-11-24T22:43:30.200Z,37.2907,-118.3267,9.5,1.7,Md,,241.2,0.12576414,0.03,nc,nc72109345,2013-11-25T23:22:10.408Z,"10km SE of Bishop, California",earthquake
2013-11-24T22:31:25.000Z,60.8898,-147.0451,18.7,1.7,ml,,,,0.57,ak,ak10874893,2013-11-25T23:44:58.165Z,"46km SW of Valdez, Alaska",earthquake
2013-11-24T22:06:41.100Z,36.8422,-121.4498,4.3,1,Md,,144,0.06288207,0.02,nc,nc72109335,2013-11-25T23:22:10.411Z,"4km WSW of Hollister, California",earthquake
2013-11-24T22:04:12.780Z,-25.4873,69.9492,10.07,5.1,mb,,51,21.977,0.73,us,usb000l5vp,2013-11-25T06:06:40.887Z,"Indian Ocean Triple Junction",earthquake
2013-11-24T22:02:46.000Z,62.3918,-149.6508,11.2,1.5,ml,,,,0.59,ak,ak10874870,2013-11-25T23:45:48.342Z,"24km ENE of Talkeetna, Alaska",earthquake
2013-11-24T22:01:03.430Z,-22.5549,179.8957,51.77,4.7,mb,,120,5.088,0.56,us,usb000l5vn,2013-11-25T06:03:29.008Z,"256km SW of Ndoi Island, Fiji",earthquake
2013-11-24T21:37:32.000Z,60.8275,-137.983,7.3,1.9,ml,9,100.799991936001,,0.22,ak,ak10874868,2013-11-25T23:45:20.662Z,"27km WNW of Haines Junction, Canada",earthquake
2013-11-24T21:02:19.800Z,41.8505,-112.3235,9.3,1.1,Md,,75.6,0.08084838,0.14,uu,uu60046552,2013-11-25T20:18:31.794Z,"18km NW of Garland, Utah",earthquake
2013-11-24T21:00:09.400Z,45.7013,-120.1682,0,1.6,Ml,,111.6,0.21559567,0.26,uw,uw60637301,2013-11-25T00:26:47.824Z,"39km WSW of Boardman, Oregon",earthquake
2013-11-24T20:58:26.800Z,41.8407,-112.3235,5.5,1.9,Ml,,75.6,0.08983153,0.15,uu,uu60046547,2013-11-25T20:22:41.837Z,"17km NW of Garland, Utah",earthquake
2013-11-24T20:50:02.500Z,33.3428,-116.3822,15.4,1,Ml,32,97.2,0.01796631,0.19,ci,ci11394746,2013-11-25T22:19:22.629Z,"9km N of Borrego Springs, California",earthquake
2013-11-24T20:49:39.170Z,40.8024,31.8853,9.84,5,mb,,58,1.163,0.88,us,usb000l5v1,2013-11-25T15:45:48.589Z,"13km WNW of Yenicaga, Turkey",earthquake
2013-11-24T20:48:02.900Z,44.7383,-110.7855,7.1,1.7,Ml,,79.2,0.06288207,0.17,uu,uu60046542,2013-11-25T20:28:51.893Z,"26km ENE of West Yellowstone, Montana",earthquake
2013-11-24T20:19:35.528Z,37.364,-117.1411,8,1.29,ml,16,173.21,0.393,,nn,nn00429835,2013-11-24T20:22:11.000Z,"39km SSE of Goldfield, Nevada",earthquake
2013-11-24T20:10:49.000Z,59.7163,-153.4529,132.8,3,ml,,,,0.54,ak,ak10874129,2013-11-25T23:47:15.166Z,"82km E of Old Iliamna, Alaska",earthquake
2013-11-24T20:02:40.000Z,51.5445,-176.3808,27.8,2,ml,13,226.799981856001,,0.42,ak,ak10874127,2013-11-25T23:45:18.963Z,"41km SSE of Adak, Alaska",earthquake
2013-11-24T19:58:15.960Z,-7.1538,108.3334,164.91,4.9,mb,,65,0.65,1.43,us,usb000l5ue,2013-11-25T04:00:44.411Z,"0km WNW of Awiluar, Indonesia",earthquake
2013-11-24T19:34:17.000Z,61.8049,-149.6406,40.7,1.5,ml,,,,0.46,ak,ak10874107,2013-11-25T23:45:58.847Z,"20km N of Meadow Lakes, Alaska",earthquake
2013-11-24T19:32:25.800Z,19.274,-64.7153,111,3.1,Md,7,262.8,0.65127858,0.25,pr,pr13328006,2013-11-24T20:12:46.913Z,"95km N of Road Town, British Virgin Islands",earthquake
2013-11-24T19:22:31.000Z,63.139,-150.349,99.6,1.2,ml,,,,0.34,ak,ak10874102,2013-11-25T23:45:46.959Z,"75km WSW of Cantwell, Alaska",earthquake
2013-11-24T19:16:44.600Z,38.829,-122.8048,2.4,1.2,Md,,79.2,0.00898315,0.02,nc,nc72109310,2013-11-25T23:22:50.503Z,"7km W of Cobb, California",earthquake
2013-11-24T19:16:24.820Z,-6.5948,129.825,150.9,4.4,mb,,55,2.009,1.19,us,usb000l5u5,2013-11-25T03:19:01.495Z,"222km NW of Saumlaki, Indonesia",earthquake
2013-11-24T19:15:12.300Z,38.8175,-122.8183,3,1.1,Md,,68.4,0.00898315,0.02,nc,nc72109305,2013-11-25T23:22:50.501Z,"6km NW of The Geysers, California",earthquake
2013-11-24T19:06:25.000Z,61.0846,-147.0188,0,1.6,ml,,,,0.41,ak,ak10873761,2013-11-25T23:45:57.126Z,"36km W of Valdez, Alaska",earthquake
2013-11-24T19:01:32.500Z,38.7843,-122.7262,2.2,1.5,Md,,97.2,0.00898315,0.03,nc,nc72109300,2013-11-25T23:22:45.488Z,"2km ENE of The Geysers, California",earthquake
2013-11-24T18:57:41.000Z,62.2726,-150.1544,5.3,1.3,ml,,,,0.74,ak,ak10873757,2013-11-25T23:46:01.683Z,"6km SSW of Talkeetna, Alaska",earthquake
2013-11-24T18:43:31.100Z,36.4013,-120.9515,0.8,2.2,Md,,118.8,0.06288207,0.11,nc,nc72109295,2013-11-25T23:22:45.484Z,"26km NE of King City, California",earthquake
2013-11-24T18:43:20.000Z,61.7143,-150.3513,49.5,1.3,ml,,,,0.5,ak,ak10873748,2013-11-25T23:46:00.242Z,"16km WSW of Willow, Alaska",earthquake
2013-11-24T18:41:11.800Z,17.9442,-66.4113,7,2.4,Md,16,187.2,0.20481588,0.15,pr,pr13328005,2013-11-24T19:15:19.719Z,"2km SSW of Santa Isabel, Puerto Rico",earthquake
2013-11-24T18:39:31.000Z,59.9135,-139.653,0,1.3,ml,,,,0.36,ak,ak10873744,2013-11-25T23:45:18.006Z,"41km N of Yakutat, Alaska",earthquake
2013-11-24T18:32:57.200Z,38.8258,-122.8088,3.2,1.4,Md,,64.8,0,0.03,nc,nc72109285,2013-11-25T23:22:45.486Z,"7km W of Cobb, California",earthquake
2013-11-24T18:29:30.000Z,63.5661,-151.034,6.9,1.3,ml,,,,0.51,ak,ak10873735,2013-11-25T23:44:01.993Z,"105km WNW of Cantwell, Alaska",earthquake
2013-11-24T18:23:29.000Z,61.0344,-152.3147,5.3,1.3,ml,,,,0.78,ak,ak10873729,2013-11-25T23:46:02.609Z,"65km NNE of Redoubt Volcano, Alaska",earthquake
2013-11-24T18:12:31.500Z,38.805,-122.8132,2.1,1.5,Md,,108,0.00898315,0.02,nc,nc72109255,2013-11-25T23:23:46.020Z,"5km WNW of The Geysers, California",earthquake
2013-11-24T18:06:34.500Z,36.7528,-121.1272,13.8,1.1,Md,,306,0.09881468,0.05,nc,nc72109245,2013-11-25T23:23:45.604Z,"22km ESE of Ridgemark, California",earthquake
2013-11-24T18:05:40.790Z,34.2159,45.5871,10.2,5.4,mwb,,46,7.37,1.16,us,usb000l5tj,2013-11-25T04:31:25.129Z,"37km SW of Sarpol-e Zahab, Iran",earthquake
2013-11-24T18:03:12.580Z,34.1268,45.5897,10.23,5.3,mb,,53,6.048,1.42,us,usb000l5tg,2013-11-25T02:05:44.106Z,"41km N of Mandali, Iraq",earthquake
2013-11-24T17:43:49.700Z,48.1898,-123.1935,42.1,2.8,Ml,,61.2,0.1527136,0.22,uw,uw60637201,2013-11-25T01:46:18.677Z,"14km NNW of Sequim, Washington",earthquake
2013-11-24T17:42:59.000Z,63.3037,-150.2941,116.8,1.3,ml,,,,0.55,ak,ak10873371,2013-11-25T23:45:51.247Z,"67km W of Cantwell, Alaska",earthquake
2013-11-24T17:41:16.800Z,38.8155,-122.8127,3.4,1.6,Md,,72,0.00898315,0.02,nc,nc72109240,2013-11-25T23:23:55.613Z,"6km NW of The Geysers, California",earthquake
2013-11-24T17:34:15.000Z,51.4261,-178.072,27.7,1.5,ml,10,295.199976384002,,0.24,ak,ak10876290,2013-11-25T23:45:43.989Z,"51km S of Tanaga Volcano, Alaska",earthquake
2013-11-24T17:28:30.000Z,67.2863,-146.8489,12,2.6,ml,,,,0.81,ak,ak10873362,2013-11-25T23:43:55.328Z,"105km NW of Fort Yukon, Alaska",earthquake
2013-11-24T17:25:37.000Z,62.4918,-148.2109,44.4,2.4,ml,,,,0.44,ak,ak10873354,2013-11-25T23:44:04.009Z,"84km NNE of Sutton-Alpine, Alaska",earthquake
2013-11-24T17:19:47.000Z,61.2582,-146.7592,14.7,1.5,ml,,,,0.43,ak,ak10873352,2013-11-25T23:44:02.930Z,"26km WNW of Valdez, Alaska",earthquake
2013-11-24T17:15:48.000Z,63.3467,-150.3432,118.7,1.4,ml,,,,0.35,ak,ak10873348,2013-11-25T23:44:06.090Z,"69km W of Cantwell, Alaska",earthquake
2013-11-24T17:13:25.000Z,62.948,-149.8297,82.9,1.2,ml,,,,0.48,ak,ak10873346,2013-11-25T23:44:04.943Z,"66km SW of Cantwell, Alaska",earthquake
2013-11-24T16:52:13.000Z,47.632,-122.2115,26.2,1.3,Ml,,86.4,0.08084838,0.2,uw,uw60637186,2013-11-24T18:43:27.176Z,"0km E of Clyde Hill, Washington",earthquake
2013-11-24T16:49:02.400Z,38.7847,-122.8632,6.5,1.3,Md,,230.4,0.05389892,0.04,nc,nc72109225,2013-11-25T23:23:50.609Z,"9km W of The Geysers, California",earthquake
2013-11-24T16:45:12.800Z,36.0513,-117.4798,5.4,1.7,Ml,16,97.2,0.00898315,0.13,ci,ci11394698,2013-11-25T21:43:52.267Z,"32km NNW of Searles Valley, California",earthquake
2013-11-24T16:44:16.000Z,57.4838,-154.8212,42.2,1.8,ml,8,125.999989920001,,0.34,ak,ak10876284,2013-11-25T23:45:41.177Z,"50km W of Larsen Bay, Alaska",earthquake
2013-11-24T16:44:07.000Z,60.2893,-152.6066,98.5,1.7,ml,,,,0.43,ak,ak10873014,2013-11-25T23:45:17.113Z,"23km SSE of Redoubt Volcano, Alaska",earthquake
2013-11-24T16:37:30.000Z,60.8463,-150.4685,50.6,2.6,ml,,,,0.58,ak,ak10873002,2013-11-25T23:44:10.902Z,"38km NNE of Sterling, Alaska",earthquake
2013-11-24T16:36:04.000Z,62.0975,-150.079,46,1.3,ml,,,,0.44,ak,ak10873003,2013-11-25T23:45:15.878Z,"13km WSW of Y, Alaska",earthquake
2013-11-24T16:16:48.500Z,37.4967,-118.412,8.5,1.1,Md,,162,0.05389892,0.03,nc,nc72109200,2013-11-25T23:24:15.656Z,"12km N of Dixon Lane-Meadow Creek, California",earthquake
2013-11-24T16:11:07.000Z,53.8621,-164.9512,78.8,2.6,ml,,,,0.49,ak,ak10872991,2013-11-25T23:45:13.214Z,"61km ESE of Akutan, Alaska",earthquake
2013-11-24T16:08:30.600Z,37.4928,-118.4092,9.1,1.1,Md,,165.6,0.06288207,0.03,nc,nc72109180,2013-11-25T23:24:20.677Z,"11km N of Dixon Lane-Meadow Creek, California",earthquake
2013-11-24T16:06:22.360Z,55.5633,161.589,71.95,5,mb,,69,3.073,0.77,us,usb000l5sj,2013-11-25T00:08:57.338Z,"92km SW of Ust'-Kamchatsk Staryy, Russia",earthquake
2013-11-24T15:56:33.290Z,36.3412,70.6287,148.28,4.1,mb,,63,2.214,0.35,us,usb000l5sd,2013-11-24T23:59:08.907Z,"37km NNW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake
2013-11-24T15:48:07.000Z,60.536,-149.8706,31.2,1.5,ml,20,71.9999942400005,,0.39,ak,ak10876279,2013-11-25T23:45:37.124Z,"49km E of Sterling, Alaska",earthquake
2013-11-24T15:22:26.300Z,36.8087,-121.5378,6.6,2.4,Md,,39.6,0.02694946,0.08,nc,nc72109150,2013-11-25T23:25:01.460Z,"4km S of San Juan Bautista, California",earthquake
2013-11-24T15:20:40.600Z,44.8152,-111.013,8,1,Ml,,140.4,0.05389892,0.11,uu,uu60046507,2013-11-25T21:09:02.222Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-24T15:19:00.700Z,37.4972,-118.3973,9.3,1.6,Md,,226.8,0.06288207,0.05,nc,nc72109145,2013-11-25T23:24:20.669Z,"12km N of Dixon Lane-Meadow Creek, California",earthquake
2013-11-24T15:10:08.000Z,32.9897,-117.7547,19.7,2.1,Ml,24,158.4,0.46712395,0.18,ci,ci11394666,2013-11-25T21:11:26.822Z,"41km WSW of Oceanside, California",earthquake
2013-11-24T14:44:06.000Z,62.3401,-151.2266,85.3,1.5,ml,,,,0.31,ak,ak10872649,2013-11-25T23:44:08.860Z,"57km W of Talkeetna, Alaska",earthquake
2013-11-24T14:30:30.200Z,38.806,-122.8015,3,1.6,Md,,79.2,0.00898315,0.03,nc,nc72109110,2013-11-25T23:24:51.753Z,"5km NW of The Geysers, California",earthquake
2013-11-24T14:20:25.000Z,54.6609,-161.7832,50.9,2.5,ml,6,172.799986176001,,0.3,ak,ak10876277,2013-11-25T23:45:35.960Z,"83km SE of Cold Bay, Alaska",earthquake
2013-11-24T14:14:54.410Z,-10.1416,160.9668,47.03,5,mb,,100,1.223,0.68,us,usb000l5rc,2013-11-24T22:17:22.725Z,"110km WNW of Kirakira, Solomon Islands",earthquake
2013-11-24T14:14:33.000Z,63.8669,-148.8099,112.6,1.6,ml,,,,0.45,ak,ak10872312,2013-11-25T23:44:12.789Z,"7km E of Healy, Alaska",earthquake
2013-11-24T14:09:10.000Z,59.9573,-153.0152,115.2,2,ml,,,,0.51,ak,ak10872313,2013-11-25T23:45:12.167Z,"60km SSW of Redoubt Volcano, Alaska",earthquake
2013-11-24T13:39:04.000Z,60.9491,-151.1111,31.1,1.4,ml,,,,0.49,ak,ak10872308,2013-11-25T23:44:11.302Z,"30km NNE of Nikiski, Alaska",earthquake
2013-11-24T13:29:56.800Z,47.8753,-121.6437,9.4,1.6,Ml,,97.2,0.10779783,0.1,uw,uw60637136,2013-11-24T19:05:40.638Z,"4km ENE of Gold Bar, Washington",earthquake
2013-11-24T13:22:53.000Z,63.0738,-149.2055,70.6,1.2,ml,,,,0.61,ak,ak10872306,2013-11-25T23:44:14.376Z,"37km SSW of Cantwell, Alaska",earthquake
2013-11-24T13:09:33.300Z,38.9333,-123.0368,1.1,1.6,Md,,72,0.06288207,0.03,nc,nc72109085,2013-11-25T23:24:52.050Z,"14km N of Cloverdale, California",earthquake
2013-11-24T13:00:38.400Z,38.8325,-122.7748,2.9,1.4,Md,,72,0,0.04,nc,nc72109070,2013-11-25T23:24:51.751Z,"4km WNW of Cobb, California",earthquake
2013-11-24T12:59:02.000Z,61.187,-146.848,0,1.4,ml,,,,0.41,ak,ak10872304,2013-11-25T23:45:49.437Z,"27km WNW of Valdez, Alaska",earthquake
2013-11-24T12:51:22.000Z,62.7022,-151.7236,4.8,1.3,ml,,,,0.62,ak,ak10872300,2013-11-25T23:44:12.302Z,"93km WNW of Talkeetna, Alaska",earthquake
2013-11-24T12:15:24.900Z,18.1695,-67.9619,112,3,Md,10,208.8,0.52551444,0.31,pr,pr13328004,2013-11-24T16:10:14.443Z,"65km SE of Punta Cana, Dominican Republic",earthquake
2013-11-24T12:11:51.800Z,44.8207,-111.0165,10.2,1.6,Ml,,104.4,0.06288207,0.13,uu,uu60046487,2013-11-25T22:15:52.756Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-24T11:37:21.000Z,51.3842,-176.5277,25.5,2.1,ml,,,,0.47,ak,ak10872297,2013-11-25T23:45:10.247Z,"55km S of Adak, Alaska",earthquake
2013-11-24T11:25:53.000Z,63.4977,-147.5605,17.6,1,ml,,,,0.41,ak,ak10871971,2013-11-25T23:45:08.462Z,"70km E of Cantwell, Alaska",earthquake
2013-11-24T11:22:34.000Z,63.5287,-147.4604,0.8,1.7,ml,,,,0.63,ak,ak10871962,2013-11-25T23:44:17.068Z,"75km ENE of Cantwell, Alaska",earthquake
2013-11-24T11:09:59.630Z,-21.7175,-179.3416,596.84,5.2,mb,,43,4.651,1.17,us,usb000l5q7,2013-11-24T19:12:24.900Z,"135km SSW of Ndoi Island, Fiji",earthquake
2013-11-24T11:04:20.100Z,44.8213,-111.0092,7.7,1.3,Ml,,144,0.06288207,0.15,uu,uu60046467,2013-11-25T22:59:58.082Z,"19km NNE of West Yellowstone, Montana",earthquake
2013-11-24T11:03:38.000Z,60.1218,-153.0196,132.6,1.8,ml,28,111.599991072001,,0.54,ak,ak10876267,2013-11-25T23:45:33.526Z,"43km SSW of Redoubt Volcano, Alaska",earthquake
2013-11-24T10:57:49.700Z,38.83,-122.7942,1.8,1,Md,,72,0.00898315,0.03,nc,nc72109035,2013-11-25T23:25:26.825Z,"6km W of Cobb, California",earthquake
2013-11-24T10:56:25.000Z,51.282,-179.281,3.8,2.1,ml,,,,0.34,ak,ak10871952,2013-11-25T23:45:53.241Z,"12km W of Amatignak Island, Alaska",earthquake
2013-11-24T10:51:11.900Z,46.6008,-119.859,7.1,1.1,Md,,90,0.04491576,0.06,uw,uw60637121,2013-11-24T19:15:52.800Z,"9km SSE of Desert Aire, Washington",earthquake
2013-11-24T10:35:38.600Z,18.0123,-65.6197,18,2,Md,7,226.8,0.1060012,0.05,pr,pr13328003,2013-11-24T11:15:08.538Z,"18km WSW of Esperanza, Puerto Rico",earthquake
2013-11-24T10:22:49.000Z,61.0328,-145.815,19.8,1.6,ml,23,64.7999948160004,,0.65,ak,ak10876265,2013-11-25T23:45:32.411Z,"30km ESE of Valdez, Alaska",earthquake
2013-11-24T10:20:29.820Z,52.1132,142.154,18.97,5,mb,,79,5.174,0.59,us,usb000l5pl,2013-11-24T18:23:04.741Z,"45km ESE of Lazarev, Russia",earthquake
